query_index,col_item,col_timestamp,col_rating
0,100974271034,2021-05-27,4.7
1,100974271034,2021-05-28,4.7
2,100974271034,2021-05-31,4.8
3,100974271034,2021-06-01,4.6
4,100974271034,2021-06-02,4.7
5,100974271034,2021-06-03,4.7
6,100974271034,2021-06-04,4.6
7,100974271034,2021-06-07,4.7
8,100974271034,2021-06-08,4.7
9,100974271034,2021-06-09,4.6
10,100974271034,2021-06-10,4.6
11,100974271034,2021-06-11,4.6
12,100974271034,2021-06-14,4.5
13,100974271034,2021-06-15,4.6
14,100974271034,2021-06-16,4.8
15,100974271034,2021-06-17,4.8
16,100974271034,2021-06-18,4.8
17,100974271034,2021-06-21,4.7
18,100974271034,2021-06-22,4.5
19,100974271034,2021-06-23,4.7
20,100974271034,2021-06-24,4.8
21,100974271034,2021-06-25,4.5
22,100974271034,2021-06-28,4.5
23,100974271034,2021-06-29,4.8
24,100974271034,2021-06-30,4.8
25,100974271034,2021-07-01,4.5
26,100974271034,2021-07-02,4.6
27,100974271034,2021-07-05,4.6
28,100974271034,2021-07-06,4.8
29,100974271034,2021-07-07,4.6
30,100974271034,2021-07-08,4.6
31,100974271034,2021-07-09,4.6
32,100974271034,2021-07-12,4.6
33,100974271034,2021-07-13,4.4
34,100974271034,2021-07-14,4.5
35,100974271034,2021-07-15,4.5
36,100974271034,2021-07-16,4.5
37,100974271034,2021-07-19,4.4
38,100974271034,2021-07-20,4.6
39,100974271034,2021-07-21,4.5
40,100974271034,2021-07-22,4.5
41,100974271034,2021-07-23,4.5
42,100974271034,2021-07-26,4.4
43,100974271034,2021-07-27,4.5
44,100974271034,2021-07-28,4.5
45,100974271034,2021-07-29,4.5
46,100974271034,2021-07-30,4.5
47,100974271034,2021-08-02,4.8
48,100974271034,2021-08-03,4.6
49,100974271034,2021-08-04,4.6
50,100974271034,2021-08-05,4.6
51,100974271034,2021-08-06,4.59
52,100974271034,2021-08-09,4.54
53,100974271034,2021-08-10,4.59
54,100974271034,2021-08-11,4.59
55,100974271034,2021-08-12,4.54
56,100974271034,2021-08-13,4.59
57,100974271034,2021-08-16,4.6
58,100974271034,2021-08-17,4.6
59,100974271034,2021-08-18,4.49
60,100974271034,2021-08-19,4.44
61,100974271034,2021-08-20,4.45
62,100974271034,2021-08-23,4.15
63,100974271034,2021-08-24,4.49
64,100974271034,2021-08-25,4.59
65,100974271034,2021-08-26,4.48
66,100974271034,2021-08-27,4.49
67,100974271034,2021-08-30,4.45
68,100974271034,2021-08-31,4.7
69,100974271034,2021-09-01,4.44
70,100974271034,2021-09-02,4.64
71,100974271034,2021-09-03,4.15
72,100974271034,2021-09-06,4.62
73,100974271034,2021-09-07,4.6
74,100974271034,2021-09-08,4.4
75,100974271034,2021-09-09,4.7
76,100974271034,2021-09-10,4.44
77,100974271034,2021-09-13,4.3
78,100974271034,2021-09-14,4.6
79,100974271034,2021-09-15,4.67
80,100974271034,2021-09-16,4.55
81,100974271034,2021-09-17,4.71
82,100974271034,2021-09-20,4.71
83,100974271034,2021-09-21,4.67
84,100974271034,2021-09-22,4.55
85,100974271034,2021-09-23,4.71
86,100974271034,2021-09-24,4.3
87,100974271034,2021-09-27,4.67
88,100974271034,2021-09-28,4.67
89,100974271034,2021-09-29,4.67
90,100974271034,2021-09-30,4.45
91,100974271034,2021-10-01,4.37
92,100974271034,2021-10-04,4.36
93,100974271034,2021-10-05,4.32
94,100974271034,2021-10-06,4.36
95,100974271034,2021-10-07,4.4
96,100974271034,2021-10-08,4.31
97,100974271034,2021-10-11,4.5
98,100974271034,2021-10-12,4.5
99,100974271034,2021-10-13,4.56
100,100974271034,2021-10-14,4.55
101,100974271034,2021-10-15,4.57
102,100974271034,2021-10-18,4.46
103,100974271034,2021-10-19,4.42
104,100974271034,2021-10-20,4.47
105,100974271034,2021-10-21,4.41
106,100974271034,2021-10-22,4.37
107,100974271034,2021-10-25,4.37
108,100974271034,2021-10-26,4.45
109,100974271034,2021-10-27,4.5
110,100974271034,2021-10-28,4.4
111,100974271034,2021-10-29,4.4
112,100974271034,2021-11-01,4.5
113,100974271034,2021-11-02,4.4
114,100974271034,2021-11-03,4.4
115,100974271034,2021-11-04,4.5
116,100974271034,2021-11-05,4.5
117,100974271034,2021-11-08,4.2
118,100974271034,2021-11-09,4.4
119,100974271034,2021-11-10,4.42
120,100974271034,2021-11-11,4.48
121,100974271034,2021-11-12,4.38
122,100974271034,2021-11-15,4.38
123,100974271034,2021-11-16,4.45
124,100974271034,2021-11-17,4.46
125,100974271034,2021-11-18,4.64
126,100974271034,2021-11-19,4.68
127,100974271034,2021-11-22,4.52
128,100974271034,2021-11-23,4.74
129,100974271034,2021-11-24,4.62
130,100974271034,2021-11-25,4.59
131,100974271034,2021-11-26,4.59
132,100974271034,2021-11-29,4.56
133,100974271034,2021-11-30,4.7
134,100974271034,2021-12-01,4.56
135,100974271034,2021-12-02,4.61
136,100974271034,2021-12-03,4.87
137,100974271034,2021-12-06,4.27
138,100974271034,2021-12-07,4.46
139,100974271034,2021-12-08,4.52
140,100974271034,2021-12-09,4.48
141,100974271034,2021-12-10,4.5
142,100974271034,2021-12-13,4.5
143,100974271034,2021-12-14,4.5
